date,sku,name,currentStock,dailyVelocity,netSales7d,netSales15d,netSales30d,netSales90d,status,daysRemaining,suggestedOrder
2026-04-18,SH-514-BLACK,Shawl,0,0.104,0,2,2,8,OUT_OF_STOCK,,9
2026-04-18,SH-514-ROSE,Shawl,0,0.095,1,1,2,4,OUT_OF_STOCK,,9
2026-04-18,SH-514-WHITE,Shawl,0,0.119,0,0,1,26,OUT_OF_STOCK,,11
2026-04-18,SH-516-WHITE,Shawl,0,0.011,0,0,0,1,OUT_OF_STOCK,,1
2026-04-18,SH-517-BLACK,Shawl,0,0.033,0,0,0,3,OUT_OF_STOCK,,3
2026-04-18,SH-517-LIGHTBEIGE,Shawl,0,0.1,0,0,3,9,OUT_OF_STOCK,,9
2026-04-18,SH-517-MAROON,Shawl,0,0.097,1,1,2,6,OUT_OF_STOCK,,9
2026-04-18,SH-517-MUSTARD,Shawl,0,0.1,1,1,3,3,OUT_OF_STOCK,,9
2026-04-18,SH-517-PEACH,Shawl,0,0.1,1,1,3,3,OUT_OF_STOCK,,9
2026-04-18,SH-517-RED,Shawl,0,0.199,2,3,3,4,OUT_OF_STOCK,,18
2026-04-18,SH-517-ROSE,Shawl,0,0.022,0,0,0,2,OUT_OF_STOCK,,2
2026-04-18,SH-517-WHITE,Shawl,0,0.846,8,10,16,74,OUT_OF_STOCK,,76
2026-04-18,SH-579-BEIGENAVY,Shawl,0,0.08,0,1,2,13,OUT_OF_STOCK,,7
2026-04-18,SH-579-BLACK,Shawl,0,0.384,2,6,15,45,OUT_OF_STOCK,,35
2026-04-18,SH-579-MUSTARD,Shawl,0,0.229,2,4,4,7,OUT_OF_STOCK,,21
2026-04-18,SH-579-NAVYBLUE,Shawl,0,0.574,3,14,14,26,OUT_OF_STOCK,,52
2026-04-18,SH-579-RUST,Shawl,0,0.448,2,8,13,78,OUT_OF_STOCK,,40
2026-04-18,SH-580-BLACK,Shawl,0,0.965,9,9,14,160,OUT_OF_STOCK,,87
2026-04-18,SH-580-FEROZI,Shawl,0,0.224,2,3,5,15,OUT_OF_STOCK,,20
2026-04-18,SH-580-MAROON,Shawl,0,0.226,1,1,2,122,OUT_OF_STOCK,,20
2026-04-18,SH-580-MUSTARD,Shawl,0,0.176,1,2,3,53,OUT_OF_STOCK,,16
2026-04-18,SH-580-NEWGREEN,Shawl,0,0.227,1,1,4,111,OUT_OF_STOCK,,20
2026-04-18,SH-580-RANI,Shawl,0,0.275,3,3,5,9,OUT_OF_STOCK,,25
2026-04-18,SH-581-BLACK,Shawl,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,SH-581-MAROON,Shawl,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,SH-581-MUSTARD,Shawl,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,SH-581-NAVYBLUE,Shawl,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,SH-583-COFFEE,Shawl,0,1.141,5,19,40,188,OUT_OF_STOCK,,103
2026-04-18,SH-583-FEROZI,Shawl,0,0.738,3,13,28,108,OUT_OF_STOCK,,66
2026-04-18,SH-583-MAROON,Shawl,0,1.765,13,22,55,194,OUT_OF_STOCK,,159
2026-04-18,SH-583-MEHANDI,Shawl,0,1.04,6,13,32,201,OUT_OF_STOCK,,94
2026-04-18,SH-583-MUSTARD,Shawl,0,0.888,6,7,30,185,OUT_OF_STOCK,,80
2026-04-18,SH-583-NEWGREEN,Shawl,0,1.414,7,8,58,421,OUT_OF_STOCK,,127
2026-04-18,SH-583-PURPLE,Shawl,0,1.288,5,7,76,320,OUT_OF_STOCK,,116
2026-04-18,SH-583-RANI,Shawl,0,1.407,6,16,67,268,OUT_OF_STOCK,,127
2026-04-18,SH-584-GREY,Shawl,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,SH-584-NEWGREEN,Shawl,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,SH-584-ORANGE,Shawl,0,0.085,1,1,1,1,OUT_OF_STOCK,,8
2026-04-18,SH-584-RANI,Shawl,0,0.085,1,1,1,1,OUT_OF_STOCK,,8
2026-04-18,SH-584-RED,Shawl,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,SH-585-GREEN,Shawl,0,0.605,4,8,20,75,OUT_OF_STOCK,,54
2026-04-18,SH-585-MAROON,Shawl,0,1.052,0,4,37,274,OUT_OF_STOCK,,95
2026-04-18,SH-585-MUSTARD,Shawl,0,0.936,3,14,31,250,OUT_OF_STOCK,,84
2026-04-18,SH-585-RANI,Shawl,0,1.408,13,20,27,77,OUT_OF_STOCK,,127
2026-04-18,SH-586-GREEN,Shawl,0,0.34,2,5,12,41,OUT_OF_STOCK,,31
2026-04-18,SH-586-MAROON,Shawl,0,0.581,0,4,12,170,OUT_OF_STOCK,,52
2026-04-18,SH-586-MUSTARD,Shawl,0,0.622,4,8,19,96,OUT_OF_STOCK,,56
2026-04-18,SH-586-RANI,Shawl,0,0.609,4,11,16,48,OUT_OF_STOCK,,55
2026-04-18,SH-587-BLACK,Shawl,0,3.226,8,56,129,710,OUT_OF_STOCK,,290
2026-04-18,SH-587-FEROZI,Shawl,0,0.235,0,2,4,67,OUT_OF_STOCK,,21
2026-04-18,SH-587-MAROON,Shawl,0,0.573,1,11,19,152,OUT_OF_STOCK,,52
2026-04-18,SH-587-NAVYBLUE,Shawl,0,1.531,0,16,40,299,OUT_OF_STOCK,,138
2026-04-18,SH-587-NEWGREEN,Shawl,0,1.612,8,23,65,235,OUT_OF_STOCK,,145
2026-04-18,SH-781-FEROZI,Shawl,0,0.213,0,4,5,13,OUT_OF_STOCK,,19
2026-04-18,SH-781-MAROON,Shawl,0,0.2,0,3,7,12,OUT_OF_STOCK,,18
2026-04-18,SH-781-MUSTARD,Shawl,0,0.123,1,2,3,5,OUT_OF_STOCK,,11
2026-04-18,SH-781-NEWGREEN,Shawl,0,0.022,0,0,0,2,OUT_OF_STOCK,,2
2026-04-18,SH-781-RANI,Shawl,0,0.102,1,1,2,10,OUT_OF_STOCK,,9
2026-04-18,SH-820-BEIGE,Shawl,0,0.033,0,0,0,3,OUT_OF_STOCK,,3
2026-04-18,SH-820-BLACK,Shawl,0,0.022,0,0,0,2,OUT_OF_STOCK,,2
2026-04-18,SH-820-FEROZI,Shawl,0,0.022,0,0,0,2,OUT_OF_STOCK,,2
2026-04-18,SH-820-MAROON,Shawl,0,0.033,0,0,0,3,OUT_OF_STOCK,,3
2026-04-18,SH-820-RANI,Shawl,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,SH-820-RED,Shawl,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,SH-822-BLACK,Shawl,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,SH-822-MAROON,Shawl,0,0.026,0,0,1,1,OUT_OF_STOCK,,2
2026-04-18,SH-843-BLACK,Shawl,0,0.159,0,0,1,37,OUT_OF_STOCK,,14
2026-04-18,SH-843-FEROZI,Shawl,0,0.119,1,1,4,14,OUT_OF_STOCK,,11
2026-04-18,SH-843-MAROON,Shawl,0,0.662,6,8,13,65,OUT_OF_STOCK,,60
2026-04-18,SH-843-MEHANDI,Shawl,0,0.033,0,0,1,3,OUT_OF_STOCK,,3
2026-04-18,SH-843-MUSTARD,Shawl,0,0.443,1,10,14,83,OUT_OF_STOCK,,40
2026-04-18,SH-843-NAVYBLUE,Shawl,0,0.129,1,1,3,29,OUT_OF_STOCK,,12
2026-04-18,SH-843-NEWGREEN,Shawl,0,0.033,0,0,0,3,OUT_OF_STOCK,,3
2026-04-18,SH-843-RANI,Shawl,0,0.096,1,1,1,11,OUT_OF_STOCK,,9
2026-04-18,SH-DIGITAL-177,Shawl,0,0.056,0,0,1,9,OUT_OF_STOCK,,5
2026-04-18,SH-DIGITAL-178,Shawl,0,0.542,5,9,9,15,OUT_OF_STOCK,,49
2026-04-18,SH-DIGITAL-179,Shawl,0,0.181,0,0,4,25,OUT_OF_STOCK,,16
2026-04-18,SH-DIGITAL-180,Shawl,0,0.318,3,4,6,24,OUT_OF_STOCK,,29
2026-04-18,SH-DIGITAL-181,Shawl,0,0.572,4,9,15,57,OUT_OF_STOCK,,51
2026-04-18,ST-101-MULTI,Stole,0,0.305,2,6,8,16,OUT_OF_STOCK,,27
2026-04-18,ST-103-CHECKS,Stole,0,0.136,1,2,4,11,OUT_OF_STOCK,,12
2026-04-18,ST-105,Stole,0,0.03,0,0,1,2,OUT_OF_STOCK,,3
2026-04-18,ST-108,Stole,0,0.119,1,2,2,8,OUT_OF_STOCK,,11
2026-04-18,ST-112-MULTI,Stole,0,0.373,3,3,14,43,OUT_OF_STOCK,,34
2026-04-18,ST-418-BEIGE,Stole,0,0.085,0,0,3,5,OUT_OF_STOCK,,8
2026-04-18,ST-418-MAROON,Stole,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,ST-418-MUSTARD,Stole,0,0.026,0,0,1,1,OUT_OF_STOCK,,2
2026-04-18,ST-418-ROSE,Stole,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,ST-503-BLACK,Stole,0,0.3,2,5,10,17,OUT_OF_STOCK,,27
2026-04-18,ST-503-FEROZI,Stole,0,0.327,2,6,9,29,OUT_OF_STOCK,,29
2026-04-18,ST-503-MAROON,Stole,0,0.278,3,3,4,18,OUT_OF_STOCK,,25
2026-04-18,ST-503-MEHANDI,Stole,0,0.078,0,0,2,9,OUT_OF_STOCK,,7
2026-04-18,ST-503-NEWGREEN,Stole,0,0.189,1,4,5,17,OUT_OF_STOCK,,17
2026-04-18,ST-503-PURPLE,Stole,0,0.13,0,0,3,17,OUT_OF_STOCK,,12
2026-04-18,ST-504-BLACK,Stole,0,0.645,6,9,15,20,OUT_OF_STOCK,,58
2026-04-18,ST-504-MAROON,Stole,0,0.022,0,0,0,2,OUT_OF_STOCK,,2
2026-04-18,ST-504-NAVYBLUE,Stole,0,0.03,0,0,1,2,OUT_OF_STOCK,,3
2026-04-18,ST-504-PURPLE,Stole,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,ST-504-RANI,Stole,0,0.067,0,0,0,6,OUT_OF_STOCK,,6
2026-04-18,ST-604-BLACK,Shawl,0,0.056,0,0,0,5,OUT_OF_STOCK,,5
2026-04-18,ST-604-RANI,Stole,0,0.161,0,2,7,9,OUT_OF_STOCK,,15
2026-04-18,ST-604-RED,Stole,0,0.056,0,1,1,6,OUT_OF_STOCK,,5
2026-04-18,ST-607-RED,Stole,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,ST-610-BLACK,Stole,0,0.444,3,7,15,29,OUT_OF_STOCK,,40
2026-04-18,ST-610-RANI,Stole,0,0.501,5,6,11,20,OUT_OF_STOCK,,45
2026-04-18,ST-610-RED,Stole,0,0.081,0,0,2,10,OUT_OF_STOCK,,7
2026-04-18,ST-629-RED,Stole,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,ST-631-BLACK,Stole,0,0.125,1,2,3,7,OUT_OF_STOCK,,11
2026-04-18,ST-631-RANI,Stole,0,0.033,0,0,1,3,OUT_OF_STOCK,,3
2026-04-18,ST-631-RED,Stole,0,0.111,0,2,3,6,OUT_OF_STOCK,,10
2026-04-18,ST-650-BLACK,Stole,0,0.063,0,0,2,5,OUT_OF_STOCK,,6
2026-04-18,ST-650-BLUE,Stole,0,0.246,1,6,8,14,OUT_OF_STOCK,,22
2026-04-18,ST-650-COFFEE,Stole,0,0.093,0,0,3,7,OUT_OF_STOCK,,8
2026-04-18,ST-650-MAROON,Stole,0,0.115,0,0,1,25,OUT_OF_STOCK,,10
2026-04-18,ST-650-NEWGREEN,Stole,0,0.056,0,0,0,5,OUT_OF_STOCK,,5
2026-04-18,ST-650-RANI,Stole,0,0.069,0,1,1,13,OUT_OF_STOCK,,6
2026-04-18,ST-651-BLACK,Stole,0,0.351,3,5,10,12,OUT_OF_STOCK,,32
2026-04-18,ST-651-COFFEE,Stole,0,0.242,2,3,8,13,OUT_OF_STOCK,,22
2026-04-18,ST-651-MAROON,Stole,0,0.358,2,8,9,21,OUT_OF_STOCK,,32
2026-04-18,ST-651-NAVYBLUE,Stole,0,0.085,0,0,2,11,OUT_OF_STOCK,,8
2026-04-18,ST-651-NEWGREEN,Stole,0,0.044,0,0,0,4,OUT_OF_STOCK,,4
2026-04-18,ST-651-PURPLE,Stole,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,ST-651-RANI,Stole,0,0.122,0,1,4,24,OUT_OF_STOCK,,11
2026-04-18,ST-654-BLACK,Stole,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,ST-654-COFFEE,Stole,0,0.116,1,2,2,5,OUT_OF_STOCK,,10
2026-04-18,ST-654-MAROON,Stole,0,0.056,0,0,2,3,OUT_OF_STOCK,,5
2026-04-18,ST-654-NAVYBLUE,Stole,0,0.209,2,3,4,7,OUT_OF_STOCK,,19
2026-04-18,ST-654-NEWGREEN,Stole,0,0.21,2,3,4,8,OUT_OF_STOCK,,19
2026-04-18,ST-654-RANI,Stole,0,0.123,1,2,2,11,OUT_OF_STOCK,,11
2026-04-18,ST-655-BLACK,Stole,0,0.86,8,11,19,51,OUT_OF_STOCK,,77
2026-04-18,ST-655-COFFEE,Stole,0,0.505,5,7,8,23,OUT_OF_STOCK,,45
2026-04-18,ST-655-MAROON,Stole,0,0.176,1,2,7,29,OUT_OF_STOCK,,16
2026-04-18,ST-655-NAVYBLUE,Stole,0,0.463,5,5,8,22,OUT_OF_STOCK,,42
2026-04-18,ST-655-NEWGREEN,Stole,0,0.366,3,5,10,25,OUT_OF_STOCK,,33
2026-04-18,ST-655-RANI,Stole,0,0.148,0,0,4,16,OUT_OF_STOCK,,13
2026-04-18,ST-662-BLACK,Stole,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,ST-662-COFFEE,Stole,0,0.097,1,1,2,6,OUT_OF_STOCK,,9
2026-04-18,ST-662-MAROON,Stole,0,0.067,0,1,2,6,OUT_OF_STOCK,,6
2026-04-18,ST-662-NAVYBLUE,Stole,0,0.086,1,1,1,2,OUT_OF_STOCK,,8
2026-04-18,ST-662-NEWGREEN,Stole,0,0.026,0,0,1,1,OUT_OF_STOCK,,2
2026-04-18,ST-662-RANI,Stole,0,0.086,1,1,1,2,OUT_OF_STOCK,,8
2026-04-18,ST-663-BLACK,Stole,0,0.647,2,7,31,167,OUT_OF_STOCK,,58
2026-04-18,ST-663-MAROON,Stole,0,0.163,1,1,3,59,OUT_OF_STOCK,,15
2026-04-18,ST-663-RANI,Stole,0,0.115,0,1,1,38,OUT_OF_STOCK,,10
2026-04-18,ST-663-WHITE,Stole,0,0.263,0,2,7,64,OUT_OF_STOCK,,24
2026-04-18,ST-664-BLACK,Stole,0,0.389,2,6,8,91,OUT_OF_STOCK,,35
2026-04-18,ST-664-GREY,Stole,0,0.308,2,5,6,48,OUT_OF_STOCK,,28
2026-04-18,ST-664-MAROON,Stole,0,0.067,0,0,0,6,OUT_OF_STOCK,,6
2026-04-18,ST-664-RANI,Stole,0,0.033,0,0,0,3,OUT_OF_STOCK,,3
2026-04-18,ST-665-BEIGE,Stole,0,0.572,4,7,16,87,OUT_OF_STOCK,,51
2026-04-18,ST-665-BLACK,Stole,0,0.623,3,9,14,160,OUT_OF_STOCK,,56
2026-04-18,ST-665-RANI,Stole,0,0.061,0,1,2,3,OUT_OF_STOCK,,6
2026-04-18,ST-665-RED,Stole,0,0.033,0,0,0,3,OUT_OF_STOCK,,3
2026-04-18,ST-667-BLACK,Stole,0,0.892,9,9,14,94,OUT_OF_STOCK,,80
2026-04-18,ST-667-GREY,Stole,0,0.274,2,3,8,42,OUT_OF_STOCK,,25
2026-04-18,ST-667-RANI,Stole,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,ST-667-RED,Stole,0,0.041,0,0,1,5,OUT_OF_STOCK,,4
2026-04-18,ST-668-BEIGE,Stole,0,0.509,5,7,8,27,OUT_OF_STOCK,,46
2026-04-18,ST-668-BLACK,Stole,0,0.503,3,6,18,82,OUT_OF_STOCK,,45
2026-04-18,ST-668-RANI,Stole,0,0.011,0,0,0,1,OUT_OF_STOCK,,1
2026-04-18,ST-668-RED,Stole,0,0.117,1,2,2,6,OUT_OF_STOCK,,11
2026-04-18,TC-BLOSSOM-PINK,Table Cover,0,0.552,4,10,12,39,OUT_OF_STOCK,,50
2026-04-18,TC-BLOSSOM-RUST,Table Cover,0,0.232,1,4,11,19,OUT_OF_STOCK,,21
2026-04-18,TC-BLOSSOM-YELLOW,Table Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,TC-CHAKRI-BEIGE,Table Cover,0,0.286,3,4,4,7,OUT_OF_STOCK,,26
2026-04-18,TC-CHAKRI-COFFEE,Table Cover,0,0.586,4,11,15,34,OUT_OF_STOCK,,53
2026-04-18,TC-CHAKRI-MAROON,Table Cover,0,0.334,3,4,9,20,OUT_OF_STOCK,,30
2026-04-18,TC-CHAKRI-PINK,Table Cover,0,0.13,1,2,4,6,OUT_OF_STOCK,,12
2026-04-18,TC-CHAKRI-WHITE,Table Cover,0,0.19,2,2,4,8,OUT_OF_STOCK,,17
2026-04-18,TC-DAISY-WHITE,Table Cover,0,3.051,18,57,101,188,OUT_OF_STOCK,,275
2026-04-18,TC-DESIGNER-BEIGE,Table Cover,0,0.623,5,11,14,22,OUT_OF_STOCK,,56
2026-04-18,TC-DESIGNER-MAROON,Table Cover,0,4.253,25,79,130,340,OUT_OF_STOCK,,383
2026-04-18,TC-DESIGNER-PINK,Table Cover,0,0.259,2,5,5,10,OUT_OF_STOCK,,23
2026-04-18,TC-FRILLS-WHITE,Table Cover,0,8.739,64,144,243,524,OUT_OF_STOCK,,787
2026-04-18,TC-PETALS-BLUE,Table Cover,0,1.155,8,16,47,58,OUT_OF_STOCK,,104
2026-04-18,TC-PETALS-COFFEE,Table Cover,0,0.363,2,4,20,32,OUT_OF_STOCK,,33
2026-04-18,TC-PETALS-GREY,Table Cover,0,0.402,4,5,9,12,OUT_OF_STOCK,,36
2026-04-18,TC-PETALS-MAROON,Table Cover,0,0.215,0,3,8,14,OUT_OF_STOCK,,19
2026-04-18,TC-POLKA-GOLDEN,Table Cover,0,16.301,95,291,564,1163,OUT_OF_STOCK,,1467
2026-04-18,TC-POLKA-SILVER,Table Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,TC-POLKA-WHITE,Table Cover,0,7.197,20,165,279,805,OUT_OF_STOCK,,648
2026-04-18,TC-PVC-GOLD,Table Cover,0,0.402,0,5,16,31,OUT_OF_STOCK,,36
2026-04-18,TC-PVC-SILVER,Table Cover,0,11.774,87,206,269,800,OUT_OF_STOCK,,1060
2026-04-18,TC-PVC-WHITE,Table Cover,0,12.227,105,195,256,558,OUT_OF_STOCK,,1100
2026-04-18,TC-RANGOLI,Table Cover,0,11.516,91,183,318,482,OUT_OF_STOCK,,1036
2026-04-18,TC-ROSY-PINK,Table Cover,0,4.037,31,68,102,203,OUT_OF_STOCK,,363
2026-04-18,TC-ROUND-BEIGE,Table Cover,0,0.198,1,4,6,19,OUT_OF_STOCK,,18
2026-04-18,TC-ROUND-WHITE,Table Cover,0,0.482,2,10,21,25,OUT_OF_STOCK,,43
2026-04-18,TC-SPRING-MAROON,Prayer Mat,0,11.751,101,186,274,390,OUT_OF_STOCK,,1058
2026-04-18,TC-SQUARE-BROWN,Table Cover,0,1.81,6,32,86,228,OUT_OF_STOCK,,163
2026-04-18,TC-TANLOOMS-CREAM,Table Cover,0,0.235,2,3,6,19,OUT_OF_STOCK,,21
2026-04-18,TC-TARTAN-BLUE,Table Cover,0,0.093,1,1,2,2,OUT_OF_STOCK,,8
2026-04-18,TC-TARTAN-MAROON,Table Cover,0,0.374,3,7,8,8,OUT_OF_STOCK,,34
2026-04-18,TM-OCEAN-RED,Table Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,BEANIE-SINGLE-BLACK+GLOVES,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,BEANIE-SINGLE-COFFEE+GLOVES,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,BEANIE-SINGLE-GREY+GLOVES,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,BEANIE-SINGLE-MAROON+GLOVES,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,BEANIE-SINGLE-NAVYBLUE+GLOVES,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CAP-SINGLE-BLACK+GLOVES,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CAP-SINGLE-COFFEE+GLOVES,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CAP-SINGLE-GREY+GLOVES,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CAP-SINGLE-MAROON+GLOVES,Cap Set,0,0.116,1,2,2,5,OUT_OF_STOCK,,10
2026-04-18,CAP-SINGLE-NAVYBLUE+GLOVES,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-POPPY-SET-4,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-POPPY-SET-6,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-PRISM-SET-4,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-PRISM-SET-6,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-BEIGE-SET-4,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-BEIGE-SET-6,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-BLACK-SET-4,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-BLACK-SET-6,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-BROWN-SET-4,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-BROWN-SET-6,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-GRAY-SET-4,Chair Cover,0,0.144,0,0,0,13,OUT_OF_STOCK,,13
2026-04-18,CHAIR-WAVES-GREY-SET-4,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-GREY-SET-6,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-MAROON-SET-4,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-MAROON-SET-6,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-NAVYBLUE-SET-4,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-NAVYBLUE-SET-6,Chair Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,FM-BUTTERFLIES-6,Table Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,FM-IKKAT-6,Table Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,FM-LILY-6,Table Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,FM-OCEAN-BLUE-6,Table Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,FM-WOODEN-6,Table Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GL-LONG-BEIGE-PAIR-2,Gloves,0,0.115,0,0,4,7,OUT_OF_STOCK,,10
2026-04-18,GL-LONG-BEIGE-PAIR-4,Gloves,0,0.011,0,0,0,1,OUT_OF_STOCK,,1
2026-04-18,GL-LONG-BLACK-PAIR-2,Gloves,0,0.124,0,2,4,7,OUT_OF_STOCK,,11
2026-04-18,GL-LONG-BLACK-PAIR-4,Gloves,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GL-LONG-WHITE-PAIR-2,Gloves,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GL-LONG-WHITE-PAIR-4,Gloves,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GLOVES+CAPSET+WARMER-BEIGE,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GLOVES+CAPSET+WARMER-BLACK,Cap Set,0,0.311,0,0,12,12,OUT_OF_STOCK,,28
2026-04-18,GLOVES+CAPSET+WARMER-BLACKJET,Cap Set,0,0.851,6,18,19,19,OUT_OF_STOCK,,77
2026-04-18,GLOVES+CAPSET+WARMER-BLUE,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GLOVES+CAPSET+WARMER-BROWN,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GLOVES+CAPSET+WARMER-CAMEL,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GLOVES+CAPSET+WARMER-COFFEE,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GLOVES+CAPSET+WARMER-LIGHTGREY,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GLOVES+CAPSET+WARMER-LITEGREY,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GLOVES+CAPSET+WARMER-MAROON,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GLOVES+CAPSET+WARMER-NAVYBLUE,Cap Set,0,0.459,4,8,9,9,OUT_OF_STOCK,,41
2026-04-18,GLOVES+CAPSET+WARMER-RED,Cap Set,0,0.551,5,9,11,11,OUT_OF_STOCK,,50
2026-04-18,GL-SHORT-BEIGE-PAIR-2,Gloves,0,0.202,0,2,7,31,OUT_OF_STOCK,,18
2026-04-18,GL-SHORT-BEIGE-PAIR-4,Gloves,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GL-SHORT-BLACK-PAIR-2,Gloves,0,0.061,0,1,1,9,OUT_OF_STOCK,,6
2026-04-18,GL-SHORT-BLACK-PAIR-4,Gloves,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,GL-SHORT-WHITE-PAIR-2,Gloves,0,0.374,4,5,5,11,OUT_OF_STOCK,,34
2026-04-18,GL-SHORT-WHITE-PAIR-4,Gloves,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,HEADSCARF+GLOVES-CREAM,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,HEADSCARF+GLOVES-GREY,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,HEADSCARF+GLOVES-ORANGE,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,HEADSCARF+GLOVES-PINK,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,HEADSCARF+GLOVES-RED,Cap Set,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,HT-RIBBON-SET-12,Hand Towel,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
